tid,admg,tdmg,afrg,tfrg,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
15393,1465,3390,0.96,2.36,217.21,257.09,294.93,331.58,367.9,403.48,438.53,472.81,506.05,538.66,570.08,601.46,632.59,663.12,693.54,723.81,753.3,781.9,810.69,839.15,867.01,894.31,921.06,947.06,970.63,991.93,1010.26,1025.28,1038.73,1051.75,1064.25,1076.56,1088.83,1100.97,1112.86,1124.77,1136.69,1148.6,1160.49,1172.66,1184.51,1196.17,1208.02,1219.81,1231.49,1243.15,1254.64,1266.23,1277.86,1289.35,1301.07,1312.69,1323.8,1335.1,1346.75,1358.25,1369.71,1380.94,1392.27,1403.6,1414.97,1426.23,1437.73,1448.96,1460.26,1471.43,1482.92,1494.71,1505.84,1517.08,1527.86,1539.51,1550.78,1562.24,1573.9,1585.52,1597.27,1608.15,1618.86,1629.94,1641.75,1654.12,1665.1,1677.76,1689.74,1703.21,1717.11,1730.42,1745.65,1759.45,1773.73,1788.9,1806.17,1823.18,1840.39,1859.74,1881.36,1912.86,1950.39,1997.69
15425,1772,3720,0.98,2.07,407.35,451.16,483.46,515.58,567.06,596.59,631.41,658.06,698.35,752.62,803.64,845.21,882.08,922.25,950.87,982.78,1012.64,1031.89,1048.68,1066.09,1085.49,1107.14,1129.53,1147.83,1165.09,1181.86,1201.51,1218.24,1231.31,1248.88,1265.28,1283.84,1304.95,1320.19,1336.68,1359.82,1372.7,1391.44,1405.14,1419.29,1437.75,1462.22,1475.03,1487.84,1505.99,1527.53,1547.02,1563.64,1577.53,1592.77,1603.85,1623.08,1633.84,1652.04,1665.13,1674.92,1695.04,1710.18,1724.02,1737.1,1756.54,1770.36,1796.76,1807.9,1820.87,1832.61,1855.92,1865.24,1879.57,1885.23,1909.69,1922.61,1937.53,1939.24,1948.03,1976.6,2011.13,2027.63,2029.76,2059.59,2074.58,2087.49,2100.4,2117.97,2144.72,2171.47,2193.75,2216.03,2229.12,2242.21,2242.5,2242.79,2243.08,2243.37,2244.53,2245.68,2246.84,2248,2249.15,2250.31
15617,1835,3656,1.07,2.17,579.08,636.11,675.05,713.48,752.98,791.24,829.87,866.17,896.84,932.6,961.96,989.63,1016.7,1036.87,1056.85,1076.08,1093.23,1110.6,1127.28,1143.81,1161.14,1178.06,1194.99,1212.66,1227.98,1242.35,1257.76,1272.33,1287.15,1302.01,1317.65,1333.45,1347.47,1362.22,1376.19,1390.5,1403.34,1417.25,1431.31,1444.51,1458.66,1471.86,1487.06,1500.88,1514.71,1527.39,1541.8,1557.68,1571.69,1586.44,1599.52,1612.41,1627.13,1640.59,1655.03,1669.68,1682.99,1695.14,1706.94,1721.3,1736.7,1748.1,1759.21,1770.78,1786.83,1799.49,1814.76,1829.55,1842.64,1856.49,1873.07,1889.44,1903.64,1923.02,1934.88,1946.68,1962.63,1974.28,1988.42,2002.8,2024.36,2037.91,2060.38,2080.6,2097.17,2122.02,2131.6,2139.68,2146.23,2165.47,2180.32,2206.14,2235.66,2261.18,2284.3,2303.86,2310.61,2314.31,2356.79,2505.27
15633,376,631,0.99,1.76,-256.69,-221.47,-184.01,-151.02,-122.41,-92.27,-62.35,-33.1,-4.07,23.84,50.89,77.7,103.38,129.3,156.14,184.05,211.1,239.72,268.26,297.54,327.04,356.46,386.38,415.88,445.98,477.49,508.93,540.87,574.08,606.9,639.47,672.93,705.71,738.96,771.74,804.77,838.48,870.17,904.05,936.62,966.74,996.6,1025.15,1053.25,1080.63,1106.8,1132.16,1156.3,1181.55,1205.81,1228.92,1250.95,1275.29,1298.51,1319.82,1341.83,1363.94,1385.64,1407.03,1425.9,1446.18,1468.11,1487.78,1505.73,1524.6,1542.25,1561.12,1578.76,1597.02,1617.88,1633.42,1651.26,1666.62,1682.51,1699.96,1714.36,1731.89,1751.3,1765.7,1783.61,1800.99,1818.64,1835.06,1849.89,1865.39,1884.76,1903.44,1917.53,1931.93,1949.08,1968.53,1985.79,2000.73,2018.68,2055.08,2073.83,2102.64,2137.82,2182.35,2233.38
15649,515,1593,0.45,1.63,-52.68,-18.97,15.19,49.26,83.42,117.85,151.83,186.26,220.24,255.03,289.91,324.97,360.03,394.46,430.15,465.93,501.71,538.3,574.7,611.47,648.51,685.81,722.94,760.88,797.91,834.64,870.55,904.89,936.26,964.35,989.67,1011.13,1025.84,1038.52,1050.56,1062.27,1073.97,1085.38,1096.7,1107.96,1119.13,1130.42,1141.55,1152.74,1164.09,1175.54,1186.87,1198.19,1209.63,1220.98,1232.34,1243.69,1254.98,1266.4,1277.91,1289.42,1300.77,1312.28,1323.83,1335.24,1346.88,1358.46,1369.96,1381.47,1393.11,1404.46,1416.26,1428.02,1439.88,1451.46,1463.16,1474.98,1486.66,1498.32,1510.18,1522.48,1534.25,1546.3,1558.59,1570.27,1582.85,1594.55,1606.45,1619.03,1632.6,1646.35,1659.79,1673.74,1688.06,1702.71,1717.67,1733.04,1749.89,1768.49,1787.61,1807.95,1832.33,1864.21,1902.16,1954.24
15681,1432,3135,0.88,1.96,59.33,106.7,159.31,207.59,261.95,315.25,358.79,419.39,469.27,519.35,567.75,617.85,664.38,706.12,751.67,793.76,840.05,882.92,923.74,958.55,991.74,1017.3,1039.65,1060.93,1081.59,1101.18,1123.13,1141.39,1160.99,1179.4,1196.82,1214.08,1232.36,1251.66,1269.72,1287.77,1304.62,1322.1,1338.34,1356.08,1372.68,1388.87,1408.3,1426.12,1440.84,1456.81,1473.53,1490.15,1506.14,1521.8,1537.09,1550.71,1566.1,1583.16,1598.17,1613.04,1628.77,1643.98,1661.38,1676.31,1691.87,1709.28,1722.35,1739.88,1756.36,1772.68,1789.32,1803.71,1819,1839.46,1854.02,1868.68,1887.98,1900.73,1911.84,1925.13,1944.23,1959.82,1975.44,1998.58,2013.64,2026.37,2048.25,2064.64,2074.26,2099.95,2132.56,2176.56,2197.74,2231.61,2241.39,2254.87,2274.43,2313.81,2364.83,2401,2429.25,2448.9,2468.26,2481.11
15873,145,579,0.39,1.73,-343.58,-316.02,-289.79,-262.6,-234.67,-208.08,-178.82,-152.23,-122.97,-94.31,-66.76,-38.46,-10.54,17.39,45.31,72.87,100.8,127.39,154.95,181.18,208.74,234.6,260.46,286.32,313.88,340.11,365.97,392.2,419.39,445.25,471.49,497.35,524.9,550.77,578.69,604.55,630.78,658.34,685.9,713.82,741.75,770.04,798.7,828.29,857.18,885.87,912.64,938.5,961.39,983.19,1002.51,1013.96,1022.88,1032.07,1041.16,1050.39,1059.99,1070.01,1080.73,1091.65,1104.1,1117.3,1131.26,1147.22,1163.47,1179.65,1197.68,1216.55,1236.24,1257.75,1277.72,1298.46,1320.84,1342.41,1364.6,1387.89,1413.47,1436.41,1460.67,1485.21,1510.09,1535.8,1557.78,1583.97,1608.24,1634.09,1661.05,1686.27,1712.19,1741.78,1771.77,1801.89,1829.21,1855.96,1892.86,1922.59,1972.76,2011.41,2062.62,2145.63
15889,572,1212,0.73,1.76,-127.58,-95.42,-65.06,-33,-1.19,29.4,60,89.74,119.49,148.03,176.08,205.82,234.72,263.49,292.03,321.03,350.54,379.93,409.32,438.7,468.94,499.04,528.79,559.38,589.85,619.73,650.45,681.63,712.98,744.78,775.5,807.43,837.8,869.6,900.68,930.64,959.45,986.15,1009.95,1029.85,1048.5,1066.79,1083.87,1101.37,1118.44,1135.93,1153.01,1169.92,1186.91,1203.23,1220.31,1237.12,1253.78,1270.12,1286.1,1302.59,1319.08,1335.32,1352.47,1367.96,1384.03,1399.85,1416.34,1432.58,1448.81,1465.14,1480.54,1497.11,1513.43,1527.75,1542.64,1557.04,1572.95,1589.27,1604.67,1620.07,1634.55,1652.55,1667.53,1684.61,1703.27,1720.43,1738.85,1753,1770.23,1786.73,1804.47,1821.04,1838.2,1857.21,1872.77,1894.46,1909.68,1921.57,1942.08,1976.4,2014.65,2040.43,2088.9,2139.78
15905,1647,3519,0.85,1.91,621.31,681.43,729.2,777.53,819.7,863.99,902.76,950.03,990.22,1019.37,1043.39,1061.19,1082.26,1102.51,1121.33,1140.4,1157.13,1173.79,1192.29,1211.48,1228.96,1245.26,1261.9,1278.6,1292.66,1307.65,1320.88,1335.17,1352.27,1366.87,1380.22,1393.79,1407.14,1422.64,1435.32,1450.33,1464.83,1477.51,1491.41,1505.61,1519.9,1533.03,1546.69,1559.64,1574.2,1586.77,1601.07,1613.67,1626.25,1642.89,1654.75,1667.46,1682.59,1694.42,1707.99,1722.51,1736.4,1750.59,1762.43,1775.23,1785.54,1804.02,1816.75,1826.37,1837.71,1847.5,1859.68,1870.03,1884.67,1903.4,1912.94,1924.79,1940.27,1953.4,1971.65,1984.88,1992.92,2013.82,2025.64,2033.22,2043.93,2064.7,2078.84,2096.1,2113.19,2130.65,2149.61,2178.07,2189.96,2203.93,2220.5,2229.95,2246.95,2288.01,2307.35,2319.62,2326.99,2332.86,2423.89,2514.92
15937,177,287,1.09,1.95,-389.82,-380.1,-282.14,-237.69,-127.09,-82.06,-25.57,6.76,74.15,83.28,117.69,212.15,261.84,293.91,339.53,367.78,383.07,398.36,491.33,528.97,538.69,576.34,609.57,645.79,685.77,714.92,741.68,794.94,837.05,847.03,885.84,906.94,930.29,959.12,997.5,1017.85,1046.07,1060.54,1090.54,1117.71,1147.99,1205.44,1237.21,1257.98,1261.79,1309.51,1327.96,1337.79,1353.01,1371.88,1388.21,1414.59,1445.45,1518.34,1522.36,1527.48,1549.84,1579.81,1592.34,1609.3,1652.7,1676.56,1700.42,1731.95,1763.48,1794.72,1825.95,1830.2,1834.44,1838.69,1892.46,1946.23,2000,2026.42,2052.84,2079.26,2105.67,2132.09,2158.51,2170.15,2181.79,2193.43,2205.07,2216.71,2228.35,2239.99,2251.63,2263.27,2274.91,2286.56,2298.2,2309.84,2321.48,2333.12,2344.76,2356.4,2368.04,2379.68,2391.32,2402.96
16129,829,1470,0.76,1.32,95.73,126.02,155.91,186.06,214.02,243.08,272.83,301.62,330.95,359.46,386.86,414.97,442.66,470.62,497.63,525.04,551.64,578.37,604.54,630.86,655.68,680.89,706.12,730.24,754.37,777.67,801.51,824.27,846.89,869.1,891.03,912.65,933.52,954.35,973.96,993.21,1011.53,1028.45,1045.57,1061.67,1077.31,1092.96,1108.81,1124.12,1139.29,1154.81,1169.75,1184.62,1199.52,1214.08,1228.34,1243.24,1257.77,1271.42,1286.29,1300.2,1314.4,1328.93,1343.83,1358.4,1372.47,1386.3,1400.43,1414.96,1429.68,1443.94,1458.8,1473.89,1488.49,1501.97,1516.41,1532.18,1545.6,1560.26,1573.52,1587.78,1603.12,1617.16,1631.38,1648.62,1665.96,1683.6,1701.74,1719.26,1736.34,1752.76,1767.97,1783.14,1799.13,1815.87,1830.52,1848.97,1865.08,1887.06,1909.45,1930.61,1947.26,1980.88,2007.72,2037.84
16145,455,980,0.81,1.93,-130.77,-101.25,-72.08,-43.91,-16.14,13.08,40.85,67.97,95.79,123.26,151.03,178.85,207.03,235.14,262.67,290.79,318.61,346.32,374.2,402.32,429.5,457.26,485.33,513.2,540.73,569.26,597.61,626.19,654.72,683.48,712,741.23,770.34,799.16,827.97,857.2,886.02,914.49,942.31,968.23,991.42,1012.28,1030,1046.28,1062.32,1078.21,1093.39,1109.11,1124.64,1140.18,1155.18,1170.89,1186.34,1201.61,1216.88,1231.79,1247.05,1262.41,1277.77,1293.3,1308.39,1323.57,1338.57,1353.57,1369.11,1384.02,1399.82,1415.18,1430.89,1446.16,1461.79,1476.16,1491.16,1505.54,1520.54,1534.91,1550.36,1565,1580.09,1594.64,1609.02,1624.73,1639.02,1654.73,1669.11,1685.27,1700.98,1717.05,1733.75,1748.75,1765.36,1784.02,1805.62,1826.79,1848.84,1867.86,1898.84,1932.14,1969.02,2008.66
16161,1424,2493,0.88,1.47,362.52,392.69,424,453.98,485.23,513.8,541.41,567.61,594.03,619.99,644.59,669.12,694.02,717.93,742.06,765.55,788.69,810.95,832.9,854.31,875.03,895.39,915.78,935.44,954.91,974.05,992.47,1010,1026.31,1042.18,1057.81,1073.33,1088.83,1104.09,1118.4,1133.33,1148.31,1162.82,1176.97,1191.08,1205.73,1219.76,1233.98,1247.6,1261.21,1274.63,1288.58,1301.11,1314.59,1328.2,1341.67,1354.89,1367.86,1380.59,1393.14,1406.13,1418.84,1431.39,1444.02,1456.19,1469.24,1481.42,1494.56,1507.94,1520.52,1533.2,1546.59,1560.76,1573.47,1586.55,1598.81,1610.65,1622.55,1634.51,1648.34,1660.15,1672.96,1684.65,1694.09,1707.31,1720.83,1738.03,1751.25,1764.41,1779.28,1791.07,1808.24,1824.67,1839.34,1854.01,1869.87,1891.14,1911.89,1925.97,1942.3,1961.73,1980.47,1998.22,2051.61,2144.33
16385,422,831,0.77,1.49,-141.53,-105.36,-71.86,-40.94,-10.69,19.56,49.47,78.06,105.75,133.31,160.37,186.63,213.69,239.95,266.61,293.04,317.99,343.79,369.26,394.38,418.98,444.1,468.71,493.43,518.04,542.88,567.37,591.58,615.9,640.74,666.03,690.24,714.73,739.05,763.66,788.9,814.02,840.05,865.91,890.92,915.64,941.27,964.58,987.7,1009.35,1029.14,1047.09,1064.36,1081.15,1098.51,1116.19,1133.35,1150.91,1167.73,1185.66,1202.76,1219.93,1236.9,1254.65,1272.33,1289.96,1306.66,1324.8,1342.13,1359.06,1375.95,1392.65,1410.4,1427.22,1444.73,1461.94,1478.05,1494.24,1510.79,1528.47,1544.46,1561.31,1576.45,1593.46,1609.65,1627.01,1641.88,1659.59,1675.24,1691.24,1711.09,1726.82,1750.65,1769.46,1785.96,1804.72,1822.4,1843.59,1869.92,1891.89,1913.03,1950.68,1985.25,2007.8,2050.84
16401,1616,3672,0.97,2.27,203.29,236.7,271.86,305.38,338.36,371.54,403.6,435.48,467.01,498.14,529.77,560,590.51,620.42,650.67,679.88,709.19,738.4,767.63,796.15,824.62,852.95,881.32,908.64,935.39,960.88,983.32,1003.16,1019.21,1033.06,1046.72,1059.86,1072.59,1085.55,1098.26,1110.82,1123.26,1135.66,1148.27,1160.73,1173.1,1185.53,1198.07,1210.17,1222.24,1234.55,1246.72,1258.86,1271.06,1283.33,1295.27,1307.33,1319.57,1331.67,1343.51,1355.39,1367.63,1379.66,1391.13,1403.24,1415.14,1426.72,1438.45,1450.32,1462.09,1473.6,1485.41,1496.69,1508.55,1520.13,1531.97,1543.24,1554.81,1566.36,1578.25,1589.8,1602.17,1614.51,1626.18,1637.01,1648.36,1659.5,1672.24,1684.34,1698.17,1713.12,1726.09,1742.57,1756.77,1771.25,1786.35,1799.9,1815.55,1831.65,1853.6,1873.12,1900.65,1924.52,1954.61,2016.33
16417,669,1246,0.86,1.57,138.12,168.43,199.71,229.54,258.26,286.01,313.21,340.06,366.22,391.97,417.43,443.24,468.71,493.21,517.92,542.14,565.6,589.2,613.08,636.19,659.57,682.62,706.09,728.92,751.34,773.35,795.71,817.78,839.57,860.76,881.72,902.97,923.81,943.95,963.39,982.1,999.76,1016.53,1032.26,1047.88,1062.89,1077.75,1091.98,1106.37,1120.29,1134.43,1148.2,1162.38,1175.97,1189.68,1203.38,1216.71,1230.02,1243.89,1257.48,1270.97,1283.59,1296.87,1309.87,1322.49,1335.16,1347.73,1360.02,1373.02,1385.9,1398.09,1410.65,1423.01,1436.33,1448.69,1461.05,1473.48,1486.35,1500.14,1513.29,1526.4,1539.91,1555.33,1568.54,1583.16,1597.41,1611.66,1626.27,1641.99,1657.86,1671.24,1686.94,1704.28,1723.17,1741.96,1764.78,1788.98,1810.87,1834.92,1859.41,1889.78,1918.09,1942.59,1991.07,2046.84
16641,217,771,0.30,1.13,-221.77,-188.24,-153.67,-118.79,-83.21,-46.27,-9.66,28.61,65.54,104.84,145.16,183.44,224.78,264.4,306.45,348.12,390.1,433.18,475.87,519.91,562.6,606.31,650.35,693.04,736.05,778.89,821.11,861.43,897.37,931.9,962.39,989.82,1012.13,1025.89,1037.91,1049.21,1060.21,1070.87,1081.4,1091.62,1102.04,1112.26,1122.65,1132.87,1143.23,1153.32,1163.67,1173.96,1184.01,1194.54,1204.66,1215.01,1225.23,1235.66,1246.18,1256.81,1267.24,1277.76,1287.85,1298.4,1308.93,1319.49,1329.98,1340.81,1351.47,1362.34,1373.64,1384.74,1396.18,1407.45,1418.28,1430.2,1441.33,1453.07,1464.95,1476.22,1489.63,1502.11,1515.59,1528.17,1540.49,1553.53,1568.59,1582.77,1596.58,1612.65,1628.56,1644.02,1661.79,1675.3,1692.09,1711.44,1736.96,1759.4,1784.51,1809.86,1833.55,1880.22,1938.44,2016.38
16657,1453,3108,1.09,2.36,242.51,274.06,304.74,335.51,364.86,394.67,423.93,452.42,480.99,509.19,536.61,564.05,591.2,617.86,644.72,671,697.48,723.76,749.66,775.47,800.9,826.23,851.27,876.13,900.7,924.79,948.38,970.4,990.42,1008.02,1022.84,1036.42,1049.55,1062.3,1074.84,1087.46,1099.75,1112.16,1124.27,1136.33,1148.41,1160.32,1172.12,1184.1,1195.98,1207.65,1219.19,1231.01,1242.56,1254.33,1265.98,1277.36,1288.73,1300.16,1311.64,1323.07,1334.23,1345.25,1356.14,1367.72,1379.02,1389.96,1401.16,1412.06,1422.94,1433.86,1444.68,1455.68,1466.93,1478.35,1489.43,1500.33,1510.97,1521.83,1532.79,1544.12,1555.28,1566.82,1578.07,1589.06,1601.35,1613.27,1624.87,1637.08,1649.47,1661.51,1673.62,1686.06,1701.22,1714.49,1731.18,1746.14,1763.59,1782.66,1803.07,1821.07,1847.32,1875.39,1913.42,1970.77
16673,474,1354,0.53,1.57,-116,-84.36,-50.52,-18.53,15.21,44.71,78.5,110.19,141.84,173.68,207.72,239.11,270.81,302.5,334.35,368.08,399.83,431.72,465.56,497.3,529.15,562.88,594.78,628.91,663.04,697.28,731.11,763.35,797.19,831.32,863.17,894.86,925.69,954.15,979.44,1002.56,1019.6,1033.63,1046.44,1058.74,1071.13,1083.3,1095.41,1107.52,1119.91,1132.28,1144.71,1157.17,1169.65,1182.28,1195.21,1207.69,1220.15,1233.11,1245.8,1258.76,1271.37,1284.24,1297.49,1311.23,1324.5,1338.4,1352.45,1366.08,1380.44,1394.78,1409.03,1423.78,1438.85,1452.03,1466.91,1482.5,1497.75,1512.87,1528.89,1544.1,1559.35,1574.85,1590.28,1605.33,1619.58,1635.69,1651.97,1668.07,1685.69,1702.97,1720.19,1738.33,1754.17,1770.45,1787.35,1804.61,1823.23,1850.11,1878.02,1905.22,1938.16,1972.77,2034.97,2094.01
16897,1612,3776,0.87,2.15,223.84,261.34,301.25,341.12,379.84,416.51,454.74,492.41,528.95,566.31,602.94,639.93,676.14,712.59,748.08,783.52,818.82,852.81,886.38,919.49,949.96,977.17,1000.83,1019.91,1036.17,1051.55,1066.26,1080.33,1094.27,1108.04,1121.77,1135.54,1148.58,1161.5,1174.7,1187.59,1200.41,1212.88,1225.55,1238.06,1250.62,1262.98,1275.21,1287.74,1299.94,1312.25,1324.41,1336.83,1348.93,1361.06,1372.84,1384.59,1396.41,1408.13,1420.41,1432.42,1443.67,1455.51,1467.39,1479.65,1491.72,1503.62,1515.09,1526.28,1537.77,1549.53,1561.57,1572.75,1585.23,1596.85,1608.26,1620.13,1632.07,1643.95,1654.92,1666.61,1679.11,1689.51,1700.94,1711.91,1724.48,1737.18,1748.74,1761.06,1775.11,1787.39,1801.73,1813.48,1828.61,1846.22,1861.38,1874.88,1892.18,1910.37,1930.97,1952.17,1979.33,2007.34,2053.47,2092.59
16913,2065,4446,1.23,2.69,319.39,349.98,382.08,414.03,446.46,478.29,508.8,538.72,568.83,597.7,627.07,655.5,682.87,710.98,737.45,763.95,790.14,816.27,842.04,867.86,893.47,918.18,942.39,965.39,986.37,1004.72,1019.63,1032.86,1045.8,1058.39,1070.99,1083.43,1095.75,1108.13,1120.45,1132.64,1144.59,1156.51,1168.73,1180.79,1193.08,1205.06,1217.11,1229.08,1241.46,1253.43,1265.35,1277.29,1289.01,1300.92,1312.63,1324.66,1336.31,1348.5,1360.5,1372.32,1384.48,1395.8,1407.32,1418.91,1430.84,1442.97,1454.98,1466.67,1478.17,1490.22,1501.98,1513.28,1525.59,1537.4,1550.59,1563.38,1575.65,1587.45,1599.87,1611.97,1623.64,1635.91,1647.37,1660.2,1673.6,1688.1,1701.81,1715.11,1728.51,1743.4,1758.04,1774.16,1790.13,1804.63,1816.82,1835.86,1851.19,1871.16,1892.66,1915.67,1941.1,1981.3,2026.18,2072.39
17153,1589,3175,0.88,1.89,291.37,338.6,381.95,421.25,455.2,494.59,536.95,569.4,609.4,647.92,685.07,722.87,761.4,794.4,823.7,855.17,886.05,921.14,950.43,976.65,1002.36,1024.11,1044.78,1063.61,1081.55,1099.94,1117.25,1133.51,1150.23,1166.56,1182.92,1198.8,1215.29,1230.18,1246.83,1262.5,1278.54,1294.4,1310.7,1325.83,1341.69,1357.2,1372.71,1387.16,1403.33,1418.73,1434.78,1449.24,1463.41,1478.35,1492.2,1505.91,1520.07,1534.92,1550.7,1566.69,1580.23,1595.26,1610.3,1625.41,1638.89,1654.14,1670.24,1685.57,1700.2,1716.19,1729.72,1744.99,1762.17,1777.9,1792.39,1809.74,1822.17,1839.17,1849.85,1864.17,1884.42,1898.43,1913.9,1932.02,1944.51,1952.96,1967.51,1982.18,2002.93,2020.84,2036.44,2049.7,2088.12,2102.17,2131.64,2160.86,2207.31,2216.29,2244.56,2264.83,2287.73,2364.71,2406.65,2418.73
17169,245,416,1.08,1.93,-426.62,-415.04,-394.51,-369,-347.1,-326.81,-305.04,-284.63,-265.59,-246.05,-229.62,-205.48,-183.58,-163.04,-140.27,-122.1,-100.7,-80.04,-54.41,-31.38,-8.36,14.41,41.16,67.79,97.41,122.06,150.43,176.93,208.66,242.02,272.63,304.48,339.33,373.68,413.25,456.43,491.53,535.08,577.02,620.58,663.75,711.04,758.46,801.8,854.28,910.4,958.09,1006.5,1052.47,1090.76,1139.16,1175.9,1209.24,1245.92,1282.46,1316.2,1357.12,1404.13,1433.33,1467.03,1503.61,1538.8,1573.94,1604.75,1639.83,1673.68,1711.71,1743.86,1780.39,1818.27,1854.85,1884.21,1912.28,1943.03,1967.7,2013.47,2045.41,2071.78,2114.34,2152.43,2186.02,2209.18,2243.09,2259.29,2307.48,2326.73,2363,2402.94,2422.81,2426.21,2435.09,2449.48,2486.02,2525.7,2544.32,2635.76,2685.14,2701.42,2717.7,2754.02
17425,296,576,0.75,1.57,-431.96,-413.74,-396.85,-380.18,-363.51,-345.51,-327.29,-309.29,-289.28,-271.06,-252.83,-235.72,-216.16,-197.94,-181.27,-163.27,-145.27,-126.14,-106.81,-87.71,-67.92,-47.92,-26.35,-4.35,18.09,41.87,67.21,91.44,116.76,144.11,169.67,196.34,225.68,257.23,287.46,320.14,352.14,385.92,423.7,464.15,503.27,547.05,587.5,628.83,675.73,723.97,764.86,812.2,861.32,910.89,956.66,997.65,1035.56,1072.6,1103.92,1135.04,1164.5,1194.62,1222.34,1253.64,1280.81,1309.17,1343.16,1370.86,1408.36,1434.41,1469.05,1494.36,1521.71,1551.63,1576.2,1612.7,1638.37,1669.14,1714.48,1748.48,1775.09,1807.69,1829.2,1859.41,1886.19,1917.79,1952.98,1972.47,1993.82,2020.12,2070.21,2107.43,2129.77,2164.42,2192.97,2220.58,2240.81,2282.64,2345.08,2389.07,2414,2465.92,2514.7,2644.93
17665,1332,3074,0.86,2.02,253.48,299.14,341.3,379.84,420,458.17,493.37,531.02,564.83,600.62,634.1,668.05,703.69,737.15,771.09,803.17,834.07,865.19,894.44,924.34,951.68,975.45,998.06,1017.22,1033.16,1047.82,1062.43,1076.64,1090.44,1103.39,1116.72,1130.07,1143.39,1156.37,1169.27,1181.75,1195.1,1208.03,1221.34,1234.72,1247.65,1260.99,1273.94,1287.71,1301.46,1314.38,1328.6,1341.58,1355.29,1368.23,1382.42,1395.83,1408.71,1421.6,1434.57,1448.29,1461.28,1475.04,1489.27,1502.13,1515.48,1528.01,1542.61,1556.42,1569.74,1583.56,1597.35,1611.58,1626.21,1641.72,1659.31,1673.57,1688.22,1701.16,1715.75,1728.71,1744.2,1760.48,1777.76,1793.72,1806.68,1818.64,1834.65,1847.55,1863.45,1878.97,1902.22,1915.98,1935.83,1956.9,1977.54,2000.42,2011.63,2035.73,2061.11,2089.58,2135.63,2180.49,2225.66,2306.67
17937,371,653,1.11,2.03,-381.63,-359.88,-339.67,-316.46,-296.93,-276.33,-257.17,-238.2,-218.96,-198.45,-179.3,-159.46,-138.86,-119.03,-97.96,-76.97,-53.77,-29.89,-7.37,18.23,43.26,71.37,99.38,128.94,161.36,193.14,226.06,260.72,300.66,339.64,378.92,423.2,472.88,519.66,569.7,619.38,663.18,709.38,756.46,802.57,845.31,890.52,932.91,971.89,1009.57,1041.63,1075.05,1101.93,1133.56,1161.25,1189.99,1215.43,1243.29,1267.87,1294.46,1318.05,1342.39,1366.21,1390.44,1411.14,1435.59,1457.62,1478.49,1501.73,1524.28,1547.18,1570.48,1593.37,1612.28,1632.34,1649.51,1671.31,1697.79,1719.18,1740.34,1757.46,1779.26,1802.21,1826.84,1847.65,1874.65,1900.32,1919.23,1938.25,1968.72,1991.62,2010.75,2030.01,2054.17,2086.55,2114.94,2142.06,2182.93,2203.34,2227.22,2266.3,2298.22,2357.94,2412,2460.28
17953,685,1803,0.65,1.8,-15.63,22.69,62,100.32,137.19,174.29,213.64,250.98,287.62,325,361.69,398.04,433.75,470.15,505.76,541.55,577.25,612.76,648.37,683.98,719.63,754.97,789.87,823.65,857.48,890.18,921.49,950.64,976.37,999.85,1018.36,1033.01,1046.61,1059.68,1072.75,1085.31,1097.52,1109.87,1121.91,1134.23,1146.63,1159.02,1171.18,1183.36,1195.57,1207.81,1220.07,1232.15,1244.42,1256.08,1268.72,1281.29,1293.19,1305.3,1317.59,1329.42,1341.9,1354.49,1366.76,1379.02,1391.39,1404.32,1416.72,1429.49,1442.56,1454.85,1467.67,1481.12,1493.92,1506.75,1519.79,1533.05,1546.31,1559.7,1572.95,1586.11,1599.7,1614.54,1627.53,1640.17,1654.72,1669.26,1683.16,1699.45,1714.11,1729.05,1743.08,1757.94,1773.06,1789.35,1805.67,1822.79,1844.57,1866.68,1894.03,1918.1,1939.54,1969.63,2007.57,2073.72
18177,775,1907,0.57,1.45,-2.73,34.37,74.35,114.91,149.3,185.67,221.88,258.22,292.1,327.58,363.92,398.55,435.1,468.42,504.66,540.04,574.98,608.2,644.1,677.34,709.91,744.54,777.34,810.22,841.73,872.92,902.92,932.33,958.82,983.37,1004.59,1022.35,1037.49,1052.44,1066.07,1079.9,1092.59,1106.79,1119.65,1133.2,1146.81,1160.18,1173.05,1185.63,1198.72,1212.43,1226.04,1239.41,1252.74,1267.14,1281.14,1295.45,1309.39,1323.46,1337.56,1351.95,1366.54,1382.43,1398.05,1413.01,1425.71,1440.76,1456.64,1473.3,1488.83,1504.93,1521.48,1539.01,1556.99,1580.38,1599.49,1616.17,1633.18,1652.51,1673.53,1696.81,1715.7,1740.25,1757.7,1780.28,1797.05,1832.91,1856.88,1872.68,1897.29,1921.17,1952.83,1972.14,1997.54,2040.35,2091.71,2124.18,2159.3,2188.18,2209.99,2262.48,2318.7,2353.74,2392.25,2432.69
